"","query","rankname","taxname"
"83505","28745","no rank","Clupeocephala"
"83506","28745","no rank","Euteleosteomorpha"
"83507","28745","no rank","Neoteleostei"
"83508","28745","no rank","Eurypterygia"
"83509","28745","no rank","Ctenosquamata"
"83510","28745","no rank","Acanthomorphata"
"83511","28745","no rank","Euacanthomorphacea"
"83512","28745","no rank","Percomorphaceae"
"83513","28745","no rank","Ovalentaria"
"83514","28745","superorder","Atherinomorphae"
"83515","28745","order","Cyprinodontiformes"
"83516","28745","suborder","Cyprinodontoidei"
"83517","28745","family","Cyprinodontidae"
"83518","28745","subfamily","Cyprinodontinae"
"83519","28745","tribe","Cyprinodontini"
"83520","28745","genus","Jordanella"
"83521","28745","species","Jordanella floridae"
"83522","80772","no rank","cellular organisms"
"83523","80772","superkingdom","Eukaryota"
"83524","80772","no rank","Opisthokonta"
"83525","80772","kingdom","Metazoa"
"83526","80772","no rank","Eumetazoa"
"83527","80772","no rank","Bilateria"
"83528","80772","no rank","Deuterostomia"
"83529","80772","phylum","Chordata"
"83530","80772","subphylum","Craniata"
"83531","80772","no rank","Vertebrata"
"83532","80772","no rank","Gnathostomata"
"83533","80772","no rank","Teleostomi"
"83534","80772","no rank","Euteleostomi"
"83535","80772","superclass","Actinopterygii"
"83536","80772","class","Actinopteri"
"83537","80772","subclass","Neopterygii"
"83538","80772","infraclass","Teleostei"
"83539","80772","no rank","Osteoglossocephalai"
"83540","80772","no rank","Clupeocephala"
"83541","80772","no rank","Euteleosteomorpha"
"83542","80772","no rank","Neoteleostei"
"83543","80772","no rank","Eurypterygia"
"83544","80772","no rank","Ctenosquamata"
"83545","80772","no rank","Acanthomorphata"
"83546","80772","no rank","Euacanthomorphacea"
"83547","80772","no rank","Percomorphaceae"
"83548","80772","no rank","Ovalentaria"
"83549","80772","superorder","Cichlomorphae"
"83550","80772","order","Cichliformes"
"83551","80772","family","Cichlidae"
"83552","80772","subfamily","Etroplinae"
"83553","80772","genus","Paratilapia"
"83554","80772","species","Paratilapia polleni"
"83555","238220","no rank","cellular organisms"
"83556","238220","superkingdom","Eukaryota"
"83557","238220","no rank","Opisthokonta"
"83558","238220","kingdom","Metazoa"
"83559","238220","no rank","Eumetazoa"
"83560","238220","no rank","Bilateria"
"83561","238220","no rank","Deuterostomia"
"83562","238220","phylum","Chordata"
"83563","238220","subphylum","Craniata"
"83564","238220","no rank","Vertebrata"
"83565","238220","no rank","Gnathostomata"
"83566","238220","no rank","Teleostomi"
"83567","238220","no rank","Euteleostomi"
"83568","238220","superclass","Actinopterygii"
"83569","238220","class","Actinopteri"
"83570","238220","subclass","Neopterygii"
"83571","238220","infraclass","Teleostei"
"83572","238220","no rank","Osteoglossocephalai"
"83573","238220","no rank","Clupeocephala"
"83574","238220","no rank","Euteleosteomorpha"
"83575","238220","no rank","Neoteleostei"
"83576","238220","no rank","Eurypterygia"
"83577","238220","no rank","Ctenosquamata"
"83578","238220","no rank","Acanthomorphata"
"83579","238220","no rank","Euacanthomorphacea"
"83580","238220","no rank","Percomorphaceae"
"83581","238220","no rank","Ovalentaria"
"83582","238220","superorder","Cichlomorphae"
"83583","238220","order","Cichliformes"
"83584","238220","family","Cichlidae"
"83585","238220","subfamily","Ptychochrominae"
"83586","238220","genus","Ptychochromoides"
"83587","238220","species","Ptychochromoides katria"
"83588","452081","no rank","cellular organisms"
"83589","452081","superkingdom","Eukaryota"
"83590","452081","no rank","Opisthokonta"
"83591","452081","kingdom","Metazoa"
"83592","452081","no rank","Eumetazoa"
"83593","452081","no rank","Bilateria"
"83594","452081","no rank","Deuterostomia"
"83595","452081","phylum","Chordata"
"83596","452081","subphylum","Craniata"
"83597","452081","no rank","Vertebrata"
"83598","452081","no rank","Gnathostomata"
"83599","452081","no rank","Teleostomi"
"83600","452081","no rank","Euteleostomi"
"83601","452081","superclass","Actinopterygii"
"83602","452081","class","Actinopteri"
"83603","452081","subclass","Neopterygii"
"83604","452081","infraclass","Teleostei"
"83605","452081","no rank","Osteoglossocephalai"
"83606","452081","no rank","Clupeocephala"
"83607","452081","no rank","Euteleosteomorpha"
"83608","452081","no rank","Neoteleostei"
"83609","452081","no rank","Eurypterygia"
"83610","452081","no rank","Ctenosquamata"
"83611","452081","no rank","Acanthomorphata"
"83612","452081","no rank","Euacanthomorphacea"
"83613","452081","no rank","Percomorphaceae"
"83614","452081","no rank","Anabantaria"
"83615","452081","order","Anabantiformes"
"83616","452081","suborder","Channoidei"
"83617","452081","family","Channidae"
"83618","452081","genus","Channa"
"83619","452081","species","Channa diplogramme"
"83620","175439","no rank","cellular organisms"
"83621","175439","superkingdom","Eukaryota"
"83622","175439","no rank","Opisthokonta"
"83623","175439","kingdom","Metazoa"
"83624","175439","no rank","Eumetazoa"
"83625","175439","no rank","Bilateria"
"83626","175439","no rank","Deuterostomia"
"83627","175439","phylum","Chordata"
"83628","175439","subphylum","Craniata"
"83629","175439","no rank","Vertebrata"
"83630","175439","no rank","Gnathostomata"
"83631","175439","no rank","Teleostomi"
"83632","175439","no rank","Euteleostomi"
"83633","175439","superclass","Actinopterygii"
"83634","175439","class","Actinopteri"
"83635","175439","subclass","Neopterygii"
"83636","175439","infraclass","Teleostei"
"83637","175439","no rank","Osteoglossocephalai"
"83638","175439","no rank","Clupeocephala"
"83639","175439","no rank","Euteleosteomorpha"
"83640","175439","no rank","Neoteleostei"
"83641","175439","no rank","Eurypterygia"
"83642","175439","no rank","Ctenosquamata"
"83643","175439","no rank","Acanthomorphata"
"83644","175439","no rank","Euacanthomorphacea"
"83645","175439","no rank","Percomorphaceae"
"83646","175439","no rank","Eupercaria"
"83647","175439","order","Acanthuriformes"
"83648","175439","family","Acanthuridae"
"83649","175439","subfamily","Acanthurinae"
"83650","175439","genus","Zebrasoma"
"83651","175439","species","Zebrasoma flavescens"
"83652","215361","no rank","cellular organisms"
"83653","215361","superkingdom","Eukaryota"
"83654","215361","no rank","Opisthokonta"
"83655","215361","kingdom","Metazoa"
"83656","215361","no rank","Eumetazoa"
"83657","215361","no rank","Bilateria"
"83658","215361","no rank","Deuterostomia"
"83659","215361","phylum","Chordata"
"83660","215361","subphylum","Craniata"
"83661","215361","no rank","Vertebrata"
"83662","215361","no rank","Gnathostomata"
"83663","215361","no rank","Teleostomi"
"83664","215361","no rank","Euteleostomi"
"83665","215361","superclass","Actinopterygii"
"83666","215361","class","Actinopteri"
"83667","215361","subclass","Neopterygii"
"83668","215361","infraclass","Teleostei"
"83669","215361","no rank","Osteoglossocephalai"
"83670","215361","no rank","Clupeocephala"
"83671","215361","no rank","Euteleosteomorpha"
"83672","215361","no rank","Neoteleostei"
"83673","215361","no rank","Eurypterygia"
"83674","215361","no rank","Ctenosquamata"
"83675","215361","no rank","Acanthomorphata"
"83676","215361","no rank","Euacanthomorphacea"
"83677","215361","no rank","Percomorphaceae"
"83678","215361","no rank","Eupercaria"
"83679","215361","order","Chaetodontiformes"
"83680","215361","family","Chaetodontidae"
"83681","215361","genus","Chaetodon"
"83682","215361","species","Chaetodon auripes"
"83683","75038","no rank","cellular organisms"
"83684","75038","superkingdom","Eukaryota"
"83685","75038","no rank","Opisthokonta"
"83686","75038","kingdom","Metazoa"
"83687","75038","no rank","Eumetazoa"
"83688","75038","no rank","Bilateria"
"83689","75038","no rank","Deuterostomia"
"83690","75038","phylum","Chordata"
"83691","75038","subphylum","Craniata"
"83692","75038","no rank","Vertebrata"
"83693","75038","no rank","Gnathostomata"
"83694","75038","no rank","Teleostomi"
"83695","75038","no rank","Euteleostomi"
"83696","75038","superclass","Actinopterygii"
"83697","75038","class","Actinopteri"
"83698","75038","subclass","Neopterygii"
"83699","75038","infraclass","Teleostei"
"83700","75038","no rank","Osteoglossocephalai"
"83701","75038","no rank","Clupeocephala"
"83702","75038","no rank","Euteleosteomorpha"
"83703","75038","no rank","Neoteleostei"
"83704","75038","no rank","Eurypterygia"
"83705","75038","no rank","Ctenosquamata"
"83706","75038","no rank","Acanthomorphata"
"83707","75038","no rank","Euacanthomorphacea"
"83708","75038","no rank","Percomorphaceae"
"83709","75038","no rank","Eupercaria"
"83710","75038","no rank","Eupercaria incertae sedis"
"83711","75038","family","Scatophagidae"
"83712","75038","genus","Scatophagus"
"83713","75038","species","Scatophagus argus"
"83714","109685","no rank","cellular organisms"
"83715","109685","superkingdom","Eukaryota"
"83716","109685","no rank","Opisthokonta"
"83717","109685","kingdom","Metazoa"
"83718","109685","no rank","Eumetazoa"
"83719","109685","no rank","Bilateria"
"83720","109685","no rank","Deuterostomia"
"83721","109685","phylum","Chordata"
"83722","109685","subphylum","Craniata"
"83723","109685","no rank","Vertebrata"
"83724","109685","no rank","Gnathostomata"
"83725","109685","no rank","Teleostomi"
"83726","109685","no rank","Euteleostomi"
"83727","109685","superclass","Actinopterygii"
"83728","109685","class","Actinopteri"
"83729","109685","subclass","Neopterygii"
"83730","109685","infraclass","Teleostei"
"83731","109685","no rank","Osteoglossocephalai"
"83732","109685","no rank","Clupeocephala"
"83733","109685","no rank","Euteleosteomorpha"
"83734","109685","no rank","Neoteleostei"
"83735","109685","no rank","Eurypterygia"
"83736","109685","no rank","Ctenosquamata"
"83737","109685","no rank","Acanthomorphata"
"83738","109685","no rank","Euacanthomorphacea"
"83739","109685","no rank","Percomorphaceae"
"83740","109685","no rank","Eupercaria"
"83741","109685","order","Chaetodontiformes"
"83742","109685","family","Chaetodontidae"
"83743","109685","genus","Chaetodon"
"83744","109685","species","Chaetodon baronessa"
"83745","109709","no rank","cellular organisms"
"83746","109709","superkingdom","Eukaryota"
"83747","109709","no rank","Opisthokonta"
"83748","109709","kingdom","Metazoa"
"83749","109709","no rank","Eumetazoa"
"83750","109709","no rank","Bilateria"
"83751","109709","no rank","Deuterostomia"
"83752","109709","phylum","Chordata"
"83753","109709","subphylum","Craniata"
"83754","109709","no rank","Vertebrata"
"83755","109709","no rank","Gnathostomata"
"83756","109709","no rank","Teleostomi"
"83757","109709","no rank","Euteleostomi"
"83758","109709","superclass","Actinopterygii"
"83759","109709","class","Actinopteri"
"83760","109709","subclass","Neopterygii"
"83761","109709","infraclass","Teleostei"
"83762","109709","no rank","Osteoglossocephalai"
"83763","109709","no rank","Clupeocephala"
"83764","109709","no rank","Euteleosteomorpha"
"83765","109709","no rank","Neoteleostei"
"83766","109709","no rank","Eurypterygia"
"83767","109709","no rank","Ctenosquamata"
"83768","109709","no rank","Acanthomorphata"
"83769","109709","no rank","Euacanthomorphacea"
"83770","109709","no rank","Percomorphaceae"
"83771","109709","no rank","Eupercaria"
"83772","109709","order","Chaetodontiformes"
"83773","109709","family","Chaetodontidae"
"83774","109709","genus","Chaetodon"
"83775","109709","species","Chaetodon vagabundus"
"83776","109703","no rank","cellular organisms"
"83777","109703","superkingdom","Eukaryota"
"83778","109703","no rank","Opisthokonta"
"83779","109703","kingdom","Metazoa"
"83780","109703","no rank","Eumetazoa"
"83781","109703","no rank","Bilateria"
"83782","109703","no rank","Deuterostomia"
"83783","109703","phylum","Chordata"
"83784","109703","subphylum","Craniata"
"83785","109703","no rank","Vertebrata"
"83786","109703","no rank","Gnathostomata"
"83787","109703","no rank","Teleostomi"
"83788","109703","no rank","Euteleostomi"
"83789","109703","superclass","Actinopterygii"
"83790","109703","class","Actinopteri"
"83791","109703","subclass","Neopterygii"
"83792","109703","infraclass","Teleostei"
"83793","109703","no rank","Osteoglossocephalai"
"83794","109703","no rank","Clupeocephala"
"83795","109703","no rank","Euteleosteomorpha"
"83796","109703","no rank","Neoteleostei"
"83797","109703","no rank","Eurypterygia"
"83798","109703","no rank","Ctenosquamata"
"83799","109703","no rank","Acanthomorphata"
"83800","109703","no rank","Euacanthomorphacea"
"83801","109703","no rank","Percomorphaceae"
"83802","109703","no rank","Eupercaria"
"83803","109703","order","Chaetodontiformes"
"83804","109703","family","Chaetodontidae"
"83805","109703","genus","Chaetodon"
"83806","109703","species","Chaetodon rafflesii"
"83807","466112","no rank","cellular organisms"
"83808","466112","superkingdom","Eukaryota"
"83809","466112","no rank","Opisthokonta"
"83810","466112","kingdom","Metazoa"
"83811","466112","no rank","Eumetazoa"
"83812","466112","no rank","Bilateria"
"83813","466112","no rank","Deuterostomia"
"83814","466112","phylum","Chordata"
"83815","466112","subphylum","Craniata"
"83816","466112","no rank","Vertebrata"
"83817","466112","no rank","Gnathostomata"
"83818","466112","no rank","Teleostomi"
"83819","466112","no rank","Euteleostomi"
"83820","466112","superclass","Actinopterygii"
"83821","466112","class","Actinopteri"
"83822","466112","subclass","Neopterygii"
"83823","466112","infraclass","Teleostei"
"83824","466112","no rank","Osteoglossocephalai"
"83825","466112","no rank","Clupeocephala"
"83826","466112","no rank","Euteleosteomorpha"
"83827","466112","no rank","Neoteleostei"
"83828","466112","no rank","Eurypterygia"
"83829","466112","no rank","Ctenosquamata"
"83830","466112","no rank","Acanthomorphata"
"83831","466112","no rank","Euacanthomorphacea"
"83832","466112","no rank","Percomorphaceae"
"83833","466112","no rank","Eupercaria"
"83834","466112","order","Chaetodontiformes"
"83835","466112","family","Chaetodontidae"
"83836","466112","genus","Chaetodon"
"83837","466112","species","Chaetodon adiergastos"
"83838","466117","no rank","cellular organisms"
"83839","466117","superkingdom","Eukaryota"
"83840","466117","no rank","Opisthokonta"
"83841","466117","kingdom","Metazoa"
"83842","466117","no rank","Eumetazoa"
"83843","466117","no rank","Bilateria"
"83844","466117","no rank","Deuterostomia"
"83845","466117","phylum","Chordata"
"83846","466117","subphylum","Craniata"
"83847","466117","no rank","Vertebrata"
"83848","466117","no rank","Gnathostomata"
"83849","466117","no rank","Teleostomi"
"83850","466117","no rank","Euteleostomi"
"83851","466117","superclass","Actinopterygii"
"83852","466117","class","Actinopteri"
"83853","466117","subclass","Neopterygii"
"83854","466117","infraclass","Teleostei"
"83855","466117","no rank","Osteoglossocephalai"
"83856","466117","no rank","Clupeocephala"
"83857","466117","no rank","Euteleosteomorpha"
"83858","466117","no rank","Neoteleostei"
"83859","466117","no rank","Eurypterygia"
"83860","466117","no rank","Ctenosquamata"
"83861","466117","no rank","Acanthomorphata"
"83862","466117","no rank","Euacanthomorphacea"
"83863","466117","no rank","Percomorphaceae"
"83864","466117","no rank","Eupercaria"
"83865","466117","order","Chaetodontiformes"
"83866","466117","family","Chaetodontidae"
"83867","466117","genus","Chaetodon"
"83868","466117","species","Chaetodon fasciatus"
"83869","109693","no rank","cellular organisms"
"83870","109693","superkingdom","Eukaryota"
"83871","109693","no rank","Opisthokonta"
"83872","109693","kingdom","Metazoa"
"83873","109693","no rank","Eumetazoa"
"83874","109693","no rank","Bilateria"
"83875","109693","no rank","Deuterostomia"
"83876","109693","phylum","Chordata"
"83877","109693","subphylum","Craniata"
"83878","109693","no rank","Vertebrata"
"83879","109693","no rank","Gnathostomata"
"83880","109693","no rank","Teleostomi"
"83881","109693","no rank","Euteleostomi"
"83882","109693","superclass","Actinopterygii"
"83883","109693","class","Actinopteri"
"83884","109693","subclass","Neopterygii"
"83885","109693","infraclass","Teleostei"
"83886","109693","no rank","Osteoglossocephalai"
"83887","109693","no rank","Clupeocephala"
"83888","109693","no rank","Euteleosteomorpha"
"83889","109693","no rank","Neoteleostei"
"83890","109693","no rank","Eurypterygia"
"83891","109693","no rank","Ctenosquamata"
"83892","109693","no rank","Acanthomorphata"
"83893","109693","no rank","Euacanthomorphacea"
"83894","109693","no rank","Percomorphaceae"
"83895","109693","no rank","Eupercaria"
"83896","109693","order","Chaetodontiformes"
"83897","109693","family","Chaetodontidae"
"83898","109693","genus","Chaetodon"
"83899","109693","species","Chaetodon lineolatus"
"83900","466120","no rank","cellular organisms"
"83901","466120","superkingdom","Eukaryota"
"83902","466120","no rank","Opisthokonta"
"83903","466120","kingdom","Metazoa"
"83904","466120","no rank","Eumetazoa"
"83905","466120","no rank","Bilateria"
"83906","466120","no rank","Deuterostomia"
"83907","466120","phylum","Chordata"
"83908","466120","subphylum","Craniata"
"83909","466120","no rank","Vertebrata"
"83910","466120","no rank","Gnathostomata"
"83911","466120","no rank","Teleostomi"
"83912","466120","no rank","Euteleostomi"
"83913","466120","superclass","Actinopterygii"
"83914","466120","class","Actinopteri"
"83915","466120","subclass","Neopterygii"
"83916","466120","infraclass","Teleostei"
"83917","466120","no rank","Osteoglossocephalai"
"83918","466120","no rank","Clupeocephala"
"83919","466120","no rank","Euteleosteomorpha"
"83920","466120","no rank","Neoteleostei"
"83921","466120","no rank","Eurypterygia"
"83922","466120","no rank","Ctenosquamata"
"83923","466120","no rank","Acanthomorphata"
"83924","466120","no rank","Euacanthomorphacea"
"83925","466120","no rank","Percomorphaceae"
"83926","466120","no rank","Eupercaria"
"83927","466120","order","Chaetodontiformes"
"83928","466120","family","Chaetodontidae"
"83929","466120","genus","Chaetodon"
"83930","466120","species","Chaetodon ocellatus"
"83931","109692","no rank","cellular organisms"
"83932","109692","superkingdom","Eukaryota"
"83933","109692","no rank","Opisthokonta"
"83934","109692","kingdom","Metazoa"
"83935","109692","no rank","Eumetazoa"
"83936","109692","no rank","Bilateria"
"83937","109692","no rank","Deuterostomia"
"83938","109692","phylum","Chordata"
"83939","109692","subphylum","Craniata"
"83940","109692","no rank","Vertebrata"
"83941","109692","no rank","Gnathostomata"
"83942","109692","no rank","Teleostomi"
"83943","109692","no rank","Euteleostomi"
"83944","109692","superclass","Actinopterygii"
"83945","109692","class","Actinopteri"
"83946","109692","subclass","Neopterygii"
"83947","109692","infraclass","Teleostei"
"83948","109692","no rank","Osteoglossocephalai"
"83949","109692","no rank","Clupeocephala"
"83950","109692","no rank","Euteleosteomorpha"
"83951","109692","no rank","Neoteleostei"
"83952","109692","no rank","Eurypterygia"
"83953","109692","no rank","Ctenosquamata"
"83954","109692","no rank","Acanthomorphata"
"83955","109692","no rank","Euacanthomorphacea"
"83956","109692","no rank","Percomorphaceae"
"83957","109692","no rank","Eupercaria"
"83958","109692","order","Chaetodontiformes"
"83959","109692","family","Chaetodontidae"
"83960","109692","genus","Chaetodon"
"83961","109692","species","Chaetodon larvatus"
"83962","109701","no rank","cellular organisms"
"83963","109701","superkingdom","Eukaryota"
"83964","109701","no rank","Opisthokonta"
"83965","109701","kingdom","Metazoa"
"83966","109701","no rank","Eumetazoa"
"83967","109701","no rank","Bilateria"
"83968","109701","no rank","Deuterostomia"
"83969","109701","phylum","Chordata"
"83970","109701","subphylum","Craniata"
"83971","109701","no rank","Vertebrata"
"83972","109701","no rank","Gnathostomata"
"83973","109701","no rank","Teleostomi"
"83974","109701","no rank","Euteleostomi"
"83975","109701","superclass","Actinopterygii"
"83976","109701","class","Actinopteri"
"83977","109701","subclass","Neopterygii"
"83978","109701","infraclass","Teleostei"
"83979","109701","no rank","Osteoglossocephalai"
"83980","109701","no rank","Clupeocephala"
"83981","109701","no rank","Euteleosteomorpha"
"83982","109701","no rank","Neoteleostei"
"83983","109701","no rank","Eurypterygia"
"83984","109701","no rank","Ctenosquamata"
"83985","109701","no rank","Acanthomorphata"
"83986","109701","no rank","Euacanthomorphacea"
"83987","109701","no rank","Percomorphaceae"
"83988","109701","no rank","Eupercaria"
"83989","109701","order","Chaetodontiformes"
"83990","109701","family","Chaetodontidae"
"83991","109701","genus","Chaetodon"
"83992","109701","species","Chaetodon oxycephalus"
"83993","109687","no rank","cellular organisms"
"83994","109687","superkingdom","Eukaryota"
"83995","109687","no rank","Opisthokonta"
"83996","109687","kingdom","Metazoa"
"83997","109687","no rank","Eumetazoa"
"83998","109687","no rank","Bilateria"
"83999","109687","no rank","Deuterostomia"
"84000","109687","phylum","Chordata"
"84001","109687","subphylum","Craniata"
"84002","109687","no rank","Vertebrata"
"84003","109687","no rank","Gnathostomata"
"84004","109687","no rank","Teleostomi"
"84005","109687","no rank","Euteleostomi"
"84006","109687","superclass","Actinopterygii"
"84007","109687","class","Actinopteri"
"84008","109687","subclass","Neopterygii"
"84009","109687","infraclass","Teleostei"
"84010","109687","no rank","Osteoglossocephalai"
"84011","109687","no rank","Clupeocephala"
"84012","109687","no rank","Euteleosteomorpha"
"84013","109687","no rank","Neoteleostei"
"84014","109687","no rank","Eurypterygia"
"84015","109687","no rank","Ctenosquamata"
"84016","109687","no rank","Acanthomorphata"
"84017","109687","no rank","Euacanthomorphacea"
"84018","109687","no rank","Percomorphaceae"
"84019","109687","no rank","Eupercaria"
"84020","109687","order","Chaetodontiformes"
"84021","109687","family","Chaetodontidae"
"84022","109687","genus","Chaetodon"
"84023","109687","species","Chaetodon collare"
"84024","241824","no rank","cellular organisms"
"84025","241824","superkingdom","Eukaryota"
"84026","241824","no rank","Opisthokonta"
"84027","241824","kingdom","Metazoa"
"84028","241824","no rank","Eumetazoa"
"84029","241824","no rank","Bilateria"
"84030","241824","no rank","Deuterostomia"
"84031","241824","phylum","Chordata"
"84032","241824","subphylum","Craniata"
"84033","241824","no rank","Vertebrata"
"84034","241824","no rank","Gnathostomata"
"84035","241824","no rank","Teleostomi"
"84036","241824","no rank","Euteleostomi"
"84037","241824","superclass","Actinopterygii"
"84038","241824","class","Actinopteri"
"84039","241824","subclass","Neopterygii"
"84040","241824","infraclass","Teleostei"
"84041","241824","no rank","Osteoglossocephalai"
"84042","241824","no rank","Clupeocephala"
"84043","241824","no rank","Euteleosteomorpha"
"84044","241824","no rank","Neoteleostei"
"84045","241824","no rank","Eurypterygia"
"84046","241824","no rank","Ctenosquamata"
"84047","241824","no rank","Acanthomorphata"
"84048","241824","no rank","Euacanthomorphacea"
"84049","241824","no rank","Percomorphaceae"
"84050","241824","no rank","Eupercaria"
"84051","241824","order","Chaetodontiformes"
"84052","241824","family","Chaetodontidae"
"84053","241824","genus","Chaetodon"
"84054","241824","species","Chaetodon semilarvatus"
"84055","109708","no rank","cellular organisms"
"84056","109708","superkingdom","Eukaryota"
"84057","109708","no rank","Opisthokonta"
"84058","109708","kingdom","Metazoa"
"84059","109708","no rank","Eumetazoa"
"84060","109708","no rank","Bilateria"
"84061","109708","no rank","Deuterostomia"
"84062","109708","phylum","Chordata"
"84063","109708","subphylum","Craniata"
"84064","109708","no rank","Vertebrata"
"84065","109708","no rank","Gnathostomata"
"84066","109708","no rank","Teleostomi"
"84067","109708","no rank","Euteleostomi"
"84068","109708","superclass","Actinopterygii"
"84069","109708","class","Actinopteri"
"84070","109708","subclass","Neopterygii"
"84071","109708","infraclass","Teleostei"
"84072","109708","no rank","Osteoglossocephalai"
"84073","109708","no rank","Clupeocephala"
"84074","109708","no rank","Euteleosteomorpha"
"84075","109708","no rank","Neoteleostei"
"84076","109708","no rank","Eurypterygia"
"84077","109708","no rank","Ctenosquamata"
"84078","109708","no rank","Acanthomorphata"
"84079","109708","no rank","Euacanthomorphacea"
"84080","109708","no rank","Percomorphaceae"
"84081","109708","no rank","Eupercaria"
"84082","109708","order","Chaetodontiformes"
"84083","109708","family","Chaetodontidae"
"84084","109708","genus","Chaetodon"
"84085","109708","species","Chaetodon ulietensis"
"84086","75016","no rank","cellular organisms"
"84087","75016","superkingdom","Eukaryota"
"84088","75016","no rank","Opisthokonta"
"84089","75016","kingdom","Metazoa"
"84090","75016","no rank","Eumetazoa"
"84091","75016","no rank","Bilateria"
"84092","75016","no rank","Deuterostomia"
"84093","75016","phylum","Chordata"
"84094","75016","subphylum","Craniata"
"84095","75016","no rank","Vertebrata"
"84096","75016","no rank","Gnathostomata"
"84097","75016","no rank","Teleostomi"
"84098","75016","no rank","Euteleostomi"
"84099","75016","superclass","Actinopterygii"
"84100","75016","class","Actinopteri"
"84101","75016","subclass","Neopterygii"
"84102","75016","infraclass","Teleostei"
"84103","75016","no rank","Osteoglossocephalai"
"84104","75016","no rank","Clupeocephala"
"84105","75016","no rank","Euteleosteomorpha"
"84106","75016","no rank","Neoteleostei"
"84107","75016","no rank","Eurypterygia"
"84108","75016","no rank","Ctenosquamata"
"84109","75016","no rank","Acanthomorphata"
"84110","75016","no rank","Euacanthomorphacea"
"84111","75016","no rank","Percomorphaceae"
"84112","75016","no rank","Eupercaria"
"84113","75016","order","Chaetodontiformes"
"84114","75016","family","Chaetodontidae"
"84115","75016","genus","Chaetodon"
"84116","75016","species","Chaetodon striatus"
"84117","466125","no rank","cellular organisms"
"84118","466125","superkingdom","Eukaryota"
"84119","466125","no rank","Opisthokonta"
"84120","466125","kingdom","Metazoa"
"84121","466125","no rank","Eumetazoa"
"84122","466125","no rank","Bilateria"
"84123","466125","no rank","Deuterostomia"
"84124","466125","phylum","Chordata"
"84125","466125","subphylum","Craniata"
"84126","466125","no rank","Vertebrata"
"84127","466125","no rank","Gnathostomata"
"84128","466125","no rank","Teleostomi"
"84129","466125","no rank","Euteleostomi"
"84130","466125","superclass","Actinopterygii"
"84131","466125","class","Actinopteri"
"84132","466125","subclass","Neopterygii"
"84133","466125","infraclass","Teleostei"
"84134","466125","no rank","Osteoglossocephalai"
"84135","466125","no rank","Clupeocephala"
"84136","466125","no rank","Euteleosteomorpha"
"84137","466125","no rank","Neoteleostei"
"84138","466125","no rank","Eurypterygia"
"84139","466125","no rank","Ctenosquamata"
"84140","466125","no rank","Acanthomorphata"
"84141","466125","no rank","Euacanthomorphacea"
"84142","466125","no rank","Percomorphaceae"
"84143","466125","no rank","Eupercaria"
"84144","466125","order","Chaetodontiformes"
"84145","466125","family","Chaetodontidae"
"84146","466125","genus","Chaetodon"
"84147","466125","species","Chaetodon semeion"
"84148","396792","no rank","cellular organisms"
"84149","396792","superkingdom","Eukaryota"
"84150","396792","no rank","Opisthokonta"
"84151","396792","kingdom","Metazoa"
"84152","396792","no rank","Eumetazoa"
"84153","396792","no rank","Bilateria"
"84154","396792","no rank","Deuterostomia"
"84155","396792","phylum","Chordata"
"84156","396792","subphylum","Craniata"
"84157","396792","no rank","Vertebrata"
"84158","396792","no rank","Gnathostomata"
"84159","396792","no rank","Teleostomi"
"84160","396792","no rank","Euteleostomi"
"84161","396792","superclass","Actinopterygii"
"84162","396792","class","Actinopteri"
"84163","396792","subclass","Neopterygii"
"84164","396792","infraclass","Teleostei"
"84165","396792","no rank","Osteoglossocephalai"
"84166","396792","no rank","Clupeocephala"
"84167","396792","no rank","Euteleosteomorpha"
"84168","396792","no rank","Neoteleostei"
"84169","396792","no rank","Eurypterygia"
"84170","396792","no rank","Ctenosquamata"
"84171","396792","no rank","Acanthomorphata"
"84172","396792","no rank","Euacanthomorphacea"
"84173","396792","no rank","Percomorphaceae"
"84174","396792","no rank","Eupercaria"
"84175","396792","no rank","Eupercaria incertae sedis"
"84176","396792","family","Haemulidae"
"84177","396792","genus","Plectorhinchus"
"84178","396792","species","Plectorhinchus chrysotaenia"
"84179","396782","no rank","cellular organisms"
"84180","396782","superkingdom","Eukaryota"
"84181","396782","no rank","Opisthokonta"
"84182","396782","kingdom","Metazoa"
"84183","396782","no rank","Eumetazoa"
"84184","396782","no rank","Bilateria"
"84185","396782","no rank","Deuterostomia"
"84186","396782","phylum","Chordata"
"84187","396782","subphylum","Craniata"
"84188","396782","no rank","Vertebrata"
"84189","396782","no rank","Gnathostomata"
"84190","396782","no rank","Teleostomi"
"84191","396782","no rank","Euteleostomi"
"84192","396782","superclass","Actinopterygii"
"84193","396782","class","Actinopteri"
"84194","396782","subclass","Neopterygii"
"84195","396782","infraclass","Teleostei"
"84196","396782","no rank","Osteoglossocephalai"
"84197","396782","no rank","Clupeocephala"
"84198","396782","no rank","Euteleosteomorpha"
"84199","396782","no rank","Neoteleostei"
"84200","396782","no rank","Eurypterygia"
"84201","396782","no rank","Ctenosquamata"
"84202","396782","no rank","Acanthomorphata"
"84203","396782","no rank","Euacanthomorphacea"
"84204","396782","no rank","Percomorphaceae"
"84205","396782","no rank","Eupercaria"
"84206","396782","no rank","Eupercaria incertae sedis"
"84207","396782","family","Haemulidae"
"84208","396782","genus","Diagramma"
"84209","396782","species","Diagramma labiosum"
