"","query","rankname","taxname"
"39580","71494","no rank","Heterobranchia"
"39581","71494","no rank","Euthyneura"
"39582","71494","no rank","Panpulmonata"
"39583","71494","no rank","Sacoglossa"
"39584","71494","superfamily","Placobranchoidea"
"39585","71494","family","Placobranchidae"
"39586","71494","genus","Elysia"
"39587","71494","species","Elysia viridis"
"39588","259542","no rank","cellular organisms"
"39589","259542","superkingdom","Eukaryota"
"39590","259542","no rank","Opisthokonta"
"39591","259542","kingdom","Metazoa"
"39592","259542","no rank","Eumetazoa"
"39593","259542","no rank","Bilateria"
"39594","259542","no rank","Protostomia"
"39595","259542","no rank","Lophotrochozoa"
"39596","259542","phylum","Mollusca"
"39597","259542","class","Gastropoda"
"39598","259542","no rank","Heterobranchia"
"39599","259542","no rank","Euthyneura"
"39600","259542","no rank","Panpulmonata"
"39601","259542","no rank","Sacoglossa"
"39602","259542","superfamily","Placobranchoidea"
"39603","259542","family","Placobranchidae"
"39604","259542","genus","Plakobranchus"
"39605","259542","species","Plakobranchus ocellatus"
"39606","1579264","no rank","cellular organisms"
"39607","1579264","superkingdom","Eukaryota"
"39608","1579264","no rank","Opisthokonta"
"39609","1579264","kingdom","Metazoa"
"39610","1579264","no rank","Eumetazoa"
"39611","1579264","no rank","Bilateria"
"39612","1579264","no rank","Protostomia"
"39613","1579264","no rank","Lophotrochozoa"
"39614","1579264","phylum","Mollusca"
"39615","1579264","class","Gastropoda"
"39616","1579264","no rank","Heterobranchia"
"39617","1579264","no rank","Euthyneura"
"39618","1579264","no rank","Panpulmonata"
"39619","1579264","no rank","Sacoglossa"
"39620","1579264","superfamily","Placobranchoidea"
"39621","1579264","family","Placobranchidae"
"39622","1579264","genus","Elysia"
"39623","1579264","species","Elysia sp. 15 GC-2014"
"39624","380556","no rank","cellular organisms"
"39625","380556","superkingdom","Eukaryota"
"39626","380556","no rank","Opisthokonta"
"39627","380556","kingdom","Metazoa"
"39628","380556","no rank","Eumetazoa"
"39629","380556","no rank","Bilateria"
"39630","380556","no rank","Protostomia"
"39631","380556","no rank","Lophotrochozoa"
"39632","380556","phylum","Mollusca"
"39633","380556","class","Gastropoda"
"39634","380556","no rank","Heterobranchia"
"39635","380556","no rank","Euthyneura"
"39636","380556","no rank","Panpulmonata"
"39637","380556","no rank","Sacoglossa"
"39638","380556","superfamily","Placobranchoidea"
"39639","380556","family","Placobranchidae"
"39640","380556","genus","Elysia"
"39641","380556","species","Elysia papillosa"
"39642","698698","no rank","cellular organisms"
"39643","698698","superkingdom","Eukaryota"
"39644","698698","no rank","Opisthokonta"
"39645","698698","kingdom","Metazoa"
"39646","698698","no rank","Eumetazoa"
"39647","698698","no rank","Bilateria"
"39648","698698","no rank","Protostomia"
"39649","698698","no rank","Lophotrochozoa"
"39650","698698","phylum","Mollusca"
"39651","698698","class","Gastropoda"
"39652","698698","no rank","Heterobranchia"
"39653","698698","no rank","Euthyneura"
"39654","698698","no rank","Panpulmonata"
"39655","698698","no rank","Sacoglossa"
"39656","698698","superfamily","Placobranchoidea"
"39657","698698","family","Placobranchidae"
"39658","698698","genus","Elysia"
"39659","698698","species","Elysia patina"
"39660","934971","no rank","cellular organisms"
"39661","934971","superkingdom","Eukaryota"
"39662","934971","no rank","Opisthokonta"
"39663","934971","kingdom","Metazoa"
"39664","934971","no rank","Eumetazoa"
"39665","934971","no rank","Bilateria"
"39666","934971","no rank","Protostomia"
"39667","934971","no rank","Lophotrochozoa"
"39668","934971","phylum","Mollusca"
"39669","934971","class","Gastropoda"
"39670","934971","no rank","Heterobranchia"
"39671","934971","no rank","Euthyneura"
"39672","934971","no rank","Panpulmonata"
"39673","934971","no rank","Sacoglossa"
"39674","934971","superfamily","Placobranchoidea"
"39675","934971","family","Placobranchidae"
"39676","934971","genus","Thuridilla"
"39677","934971","species","Thuridilla picta"
"39678","380576","no rank","cellular organisms"
"39679","380576","superkingdom","Eukaryota"
"39680","380576","no rank","Opisthokonta"
"39681","380576","kingdom","Metazoa"
"39682","380576","no rank","Eumetazoa"
"39683","380576","no rank","Bilateria"
"39684","380576","no rank","Protostomia"
"39685","380576","no rank","Lophotrochozoa"
"39686","380576","phylum","Mollusca"
"39687","380576","class","Gastropoda"
"39688","380576","no rank","Heterobranchia"
"39689","380576","no rank","Euthyneura"
"39690","380576","no rank","Panpulmonata"
"39691","380576","no rank","Sacoglossa"
"39692","380576","superfamily","Placobranchoidea"
"39693","380576","family","Placobranchidae"
"39694","380576","genus","Thuridilla"
"39695","380576","species","Thuridilla livida"
"39696","380562","no rank","cellular organisms"
"39697","380562","superkingdom","Eukaryota"
"39698","380562","no rank","Opisthokonta"
"39699","380562","kingdom","Metazoa"
"39700","380562","no rank","Eumetazoa"
"39701","380562","no rank","Bilateria"
"39702","380562","no rank","Protostomia"
"39703","380562","no rank","Lophotrochozoa"
"39704","380562","phylum","Mollusca"
"39705","380562","class","Gastropoda"
"39706","380562","no rank","Heterobranchia"
"39707","380562","no rank","Euthyneura"
"39708","380562","no rank","Panpulmonata"
"39709","380562","no rank","Sacoglossa"
"39710","380562","superfamily","Placobranchoidea"
"39711","380562","family","Placobranchidae"
"39712","380562","genus","Elysia"
"39713","380562","species","Elysia tuca"
"39714","380561","no rank","cellular organisms"
"39715","380561","superkingdom","Eukaryota"
"39716","380561","no rank","Opisthokonta"
"39717","380561","kingdom","Metazoa"
"39718","380561","no rank","Eumetazoa"
"39719","380561","no rank","Bilateria"
"39720","380561","no rank","Protostomia"
"39721","380561","no rank","Lophotrochozoa"
"39722","380561","phylum","Mollusca"
"39723","380561","class","Gastropoda"
"39724","380561","no rank","Heterobranchia"
"39725","380561","no rank","Euthyneura"
"39726","380561","no rank","Panpulmonata"
"39727","380561","no rank","Sacoglossa"
"39728","380561","superfamily","Placobranchoidea"
"39729","380561","family","Placobranchidae"
"39730","380561","genus","Elysia"
"39731","380561","species","Elysia serca"
"39732","380577","no rank","cellular organisms"
"39733","380577","superkingdom","Eukaryota"
"39734","380577","no rank","Opisthokonta"
"39735","380577","kingdom","Metazoa"
"39736","380577","no rank","Eumetazoa"
"39737","380577","no rank","Bilateria"
"39738","380577","no rank","Protostomia"
"39739","380577","no rank","Lophotrochozoa"
"39740","380577","phylum","Mollusca"
"39741","380577","class","Gastropoda"
"39742","380577","no rank","Heterobranchia"
"39743","380577","no rank","Euthyneura"
"39744","380577","no rank","Panpulmonata"
"39745","380577","no rank","Sacoglossa"
"39746","380577","superfamily","Placobranchoidea"
"39747","380577","family","Placobranchidae"
"39748","380577","genus","Thuridilla"
"39749","380577","species","Thuridilla neona"
"39750","231223","no rank","cellular organisms"
"39751","231223","superkingdom","Eukaryota"
"39752","231223","no rank","Opisthokonta"
"39753","231223","kingdom","Metazoa"
"39754","231223","no rank","Eumetazoa"
"39755","231223","no rank","Bilateria"
"39756","231223","no rank","Protostomia"
"39757","231223","no rank","Lophotrochozoa"
"39758","231223","phylum","Mollusca"
"39759","231223","class","Gastropoda"
"39760","231223","no rank","Heterobranchia"
"39761","231223","no rank","Euthyneura"
"39762","231223","no rank","Panpulmonata"
"39763","231223","no rank","Sacoglossa"
"39764","231223","superfamily","Placobranchoidea"
"39765","231223","family","Placobranchidae"
"39766","231223","genus","Elysia"
"39767","231223","species","Elysia crispata"
"39768","380571","no rank","cellular organisms"
"39769","380571","superkingdom","Eukaryota"
"39770","380571","no rank","Opisthokonta"
"39771","380571","kingdom","Metazoa"
"39772","380571","no rank","Eumetazoa"
"39773","380571","no rank","Bilateria"
"39774","380571","no rank","Protostomia"
"39775","380571","no rank","Lophotrochozoa"
"39776","380571","phylum","Mollusca"
"39777","380571","class","Gastropoda"
"39778","380571","no rank","Heterobranchia"
"39779","380571","no rank","Euthyneura"
"39780","380571","no rank","Panpulmonata"
"39781","380571","no rank","Sacoglossa"
"39782","380571","superfamily","Placobranchoidea"
"39783","380571","family","Placobranchidae"
"39784","380571","genus","Elysia"
"39785","380571","species","Elysia diomedea"
"39786","1286767","no rank","cellular organisms"
"39787","1286767","superkingdom","Eukaryota"
"39788","1286767","no rank","Opisthokonta"
"39789","1286767","kingdom","Metazoa"
"39790","1286767","no rank","Eumetazoa"
"39791","1286767","no rank","Bilateria"
"39792","1286767","no rank","Protostomia"
"39793","1286767","no rank","Lophotrochozoa"
"39794","1286767","phylum","Mollusca"
"39795","1286767","class","Gastropoda"
"39796","1286767","no rank","Vetigastropoda"
"39797","1286767","no rank","Trochoidea"
"39798","1286767","family","Solariellidae"
"39799","1286767","no rank","Unclassified Solariellidae"
"39800","1286767","species","Solariellidae clade C sp. 4 LS-2013"
"39801","1683865","no rank","cellular organisms"
"39802","1683865","superkingdom","Eukaryota"
"39803","1683865","no rank","Opisthokonta"
"39804","1683865","kingdom","Metazoa"
"39805","1683865","no rank","Eumetazoa"
"39806","1683865","no rank","Bilateria"
"39807","1683865","no rank","Protostomia"
"39808","1683865","no rank","Lophotrochozoa"
"39809","1683865","phylum","Nemertea"
"39810","1683865","class","Palaeonemertea"
"39811","1683865","family","Tubulanidae"
"39812","1683865","genus","Callinera"
"39813","1683865","species","Callinera kasyanovi"
"39814","1684127","no rank","cellular organisms"
"39815","1684127","superkingdom","Eukaryota"
"39816","1684127","no rank","Opisthokonta"
"39817","1684127","kingdom","Metazoa"
"39818","1684127","no rank","Eumetazoa"
"39819","1684127","no rank","Bilateria"
"39820","1684127","no rank","Protostomia"
"39821","1684127","no rank","Lophotrochozoa"
"39822","1684127","phylum","Nemertea"
"39823","1684127","class","Palaeonemertea"
"39824","1684127","family","Tubulanidae"
"39825","1684127","no rank","unclassified Tubulanidae"
"39826","1684127","species","Tubulanidae sp. MCZ IZ 45557"
"39827","351182","no rank","cellular organisms"
"39828","351182","superkingdom","Eukaryota"
"39829","351182","no rank","Opisthokonta"
"39830","351182","kingdom","Metazoa"
"39831","351182","no rank","Eumetazoa"
"39832","351182","no rank","Bilateria"
"39833","351182","no rank","Protostomia"
"39834","351182","no rank","Lophotrochozoa"
"39835","351182","phylum","Mollusca"
"39836","351182","class","Gastropoda"
"39837","351182","no rank","Patellogastropoda"
"39838","351182","superfamily","Lottioidea"
"39839","351182","family","Acmaeidae"
"39840","351182","genus","Notoacmea"
"39841","351182","species","Notoacmea parviconoidea"
"39842","1149922","no rank","cellular organisms"
"39843","1149922","superkingdom","Eukaryota"
"39844","1149922","no rank","Opisthokonta"
"39845","1149922","kingdom","Metazoa"
"39846","1149922","no rank","Eumetazoa"
"39847","1149922","no rank","Bilateria"
"39848","1149922","no rank","Deuterostomia"
"39849","1149922","phylum","Echinodermata"
"39850","1149922","no rank","Eleutherozoa"
"39851","1149922","superclass","Echinozoa"
"39852","1149922","class","Echinoidea"
"39853","1149922","subclass","Euechinoidea"
"39854","1149922","superorder","Echinacea"
"39855","1149922","order","Arbacoida"
"39856","1149922","family","Arbaciidae"
"39857","1149922","genus","Coelopleurus"
"39858","1149922","species","Coelopleurus undulatus"
"39859","703580","no rank","cellular organisms"
"39860","703580","superkingdom","Eukaryota"
"39861","703580","no rank","Opisthokonta"
"39862","703580","kingdom","Metazoa"
"39863","703580","no rank","Eumetazoa"
"39864","703580","no rank","Bilateria"
"39865","703580","no rank","Protostomia"
"39866","703580","no rank","Ecdysozoa"
"39867","703580","no rank","Panarthropoda"
"39868","703580","phylum","Arthropoda"
"39869","703580","no rank","Mandibulata"
"39870","703580","no rank","Pancrustacea"
"39871","703580","subphylum","Crustacea"
"39872","703580","class","Malacostraca"
"39873","703580","subclass","Eumalacostraca"
"39874","703580","superorder","Peracarida"
"39875","703580","order","Amphipoda"
"39876","703580","suborder","Senticaudata"
"39877","703580","infraorder","Corophiida"
"39878","703580","parvorder","Caprellidira"
"39879","703580","superfamily","Caprelloidea"
"39880","703580","family","Caprellidae"
"39881","703580","genus","Caprella"
"39882","703580","species","Caprella scaura"
"39883","7690","no rank","cellular organisms"
"39884","7690","superkingdom","Eukaryota"
"39885","7690","no rank","Opisthokonta"
"39886","7690","kingdom","Metazoa"
"39887","7690","no rank","Eumetazoa"
"39888","7690","no rank","Bilateria"
"39889","7690","no rank","Deuterostomia"
"39890","7690","phylum","Echinodermata"
"39891","7690","no rank","Eleutherozoa"
"39892","7690","superclass","Echinozoa"
"39893","7690","class","Holothuroidea"
"39894","7690","subclass","Aspidochirotacea"
"39895","7690","order","Aspidochirotida"
"39896","7690","family","Stichopodidae"
"39897","7690","genus","Parastichopus"
"39898","7690","species","Parastichopus parvimensis"
"39899","271719","no rank","cellular organisms"
"39900","271719","superkingdom","Eukaryota"
"39901","271719","no rank","Opisthokonta"
"39902","271719","kingdom","Metazoa"
"39903","271719","no rank","Eumetazoa"
"39904","271719","no rank","Bilateria"
"39905","271719","no rank","Deuterostomia"
"39906","271719","phylum","Echinodermata"
"39907","271719","no rank","Eleutherozoa"
"39908","271719","superclass","Echinozoa"
"39909","271719","class","Echinoidea"
"39910","271719","subclass","Euechinoidea"
"39911","271719","superorder","Atelostomata"
"39912","271719","order","Spatangoida"
"39913","271719","family","Brissidae"
"39914","271719","genus","Metalia"
"39915","271719","species","Metalia nobilis"
"39916","7654","no rank","cellular organisms"
"39917","7654","superkingdom","Eukaryota"
"39918","7654","no rank","Opisthokonta"
"39919","7654","kingdom","Metazoa"
"39920","7654","no rank","Eumetazoa"
"39921","7654","no rank","Bilateria"
"39922","7654","no rank","Deuterostomia"
"39923","7654","phylum","Echinodermata"
"39924","7654","no rank","Eleutherozoa"
"39925","7654","superclass","Echinozoa"
"39926","7654","class","Echinoidea"
"39927","7654","subclass","Euechinoidea"
"39928","7654","superorder","Echinacea"
"39929","7654","order","Temnopleuroida"
"39930","7654","family","Toxopneustidae"
"39931","7654","genus","Lytechinus"
"39932","7654","species","Lytechinus variegatus"
"39933","327736","no rank","cellular organisms"
"39934","327736","superkingdom","Eukaryota"
"39935","327736","no rank","Opisthokonta"
"39936","327736","kingdom","Metazoa"
