"query_seq","Nhits","N_taxid_all","beste","Nhits_beste","N_taxid_beste","LCA_name_all","LCA_rank_all","LCA_id_all","LCA_name_beste","LCA_rank_beste","LCA_id_beste","class_all","order_all","family_all","class_beste","order_beste","family_beste","query_abundance"
"DUP_48477;size=62",16,14,3.73e-33,16,14,"Euechinoidea","subclass","7638","Euechinoidea","subclass","7638","Echinoidea",NA,NA,"Echinoidea",NA,NA,62
"DUP_4851;size=781",2,1,1.77e-26,2,1,"Eucratea loricata","species","450187","Eucratea loricata","species","450187","Gymnolaemata","Cheilostomatida","Scrupariidae","Gymnolaemata","Cheilostomatida","Scrupariidae",781
"DUP_4877;size=796",18,2,1.04e-33,18,2,"Chthamalus","genus","37898","Chthamalus","genus","37898","Maxillopoda","Sessilia","Chthamalidae","Maxillopoda","Sessilia","Chthamalidae",796
"DUP_4905;size=770",1,1,2.92e-34,1,1,"Ptychodera flava","species","63121","Ptychodera flava","species","63121","Enteropneusta",NA,"Ptychoderidae","Enteropneusta",NA,"Ptychoderidae",770
"DUP_4928;size=1050",103,78,2.22e-45,103,78,"Percomorphaceae","below-infraclass","1489872","Percomorphaceae","below-infraclass","1489872","Actinopteri",NA,NA,"Actinopteri",NA,NA,1050
"DUP_4954;size=760",2,1,1.75e-31,2,1,"Modiolus modiolus","species","40256","Modiolus modiolus","species","40256","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",760
"DUP_4965;size=1594",2,2,7.99e-45,2,2,"Spatangoida","order","41317","Spatangoida","order","41317","Echinoidea","Spatangoida",NA,"Echinoidea","Spatangoida",NA,1594
"DUP_4972;size=933",3,2,3.74e-38,1,1,"Modiolus","genus","40255","Modiolus rumphii","species","1411923","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",933
"DUP_498;size=13258",20,19,3e-14,4,4,"Pancrustacea","below-phylum","197562","Pancrustacea","below-phylum","197562",NA,NA,NA,NA,NA,NA,13258
"DUP_49821;size=161",42,7,3.52e-59,10,1,"Mytilus","genus","6548","Mytilus trossulus","species","6551","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",161
"DUP_499;size=11550",20,5,2.22e-45,19,5,"Triturus","genus","8322","Triturus","genus","8322","Amphibia","Caudata","Salamandridae","Amphibia","Caudata","Salamandridae",11550
"DUP_4990;size=876",2,1,2.27e-30,2,1,"Saxidomus purpuratus","species","311201","Saxidomus purpuratus","species","311201","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",876
"DUP_5006;size=799",109,39,4.77e-47,52,9,"Cetacea","order","9721","Cetacea","order","9721","Mammalia","Cetacea",NA,"Mammalia","Cetacea",NA,799
"DUP_504;size=12147",1,1,7.91e-35,1,1,"Acartia longiremis","species","121149","Acartia longiremis","species","121149","Maxillopoda","Calanoida","Acartiidae","Maxillopoda","Calanoida","Acartiidae",12147
"DUP_5075;size=1007",1,1,2.27e-30,1,1,"Pseudostichopus mollis","species","42397","Pseudostichopus mollis","species","42397","Holothuroidea","Aspidochirotida","Synallactidae","Holothuroidea","Aspidochirotida","Synallactidae",1007
"DUP_5107;size=1312",103,31,2.89e-39,64,13,"Tetrapoda","below-subphylum","32523","Salamandridae","family","8314","Amphibia",NA,NA,"Amphibia","Caudata","Salamandridae",1312
"DUP_5116;size=1588",8,4,1.34e-32,2,1,"Veneridae","family","6592","Protothaca jedoensis","species","224094","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",1588
"DUP_5147;size=828",142,102,1.03e-48,142,102,"Sebastidae","family","274692","Sebastidae","family","274692","Actinopteri","Perciformes","Sebastidae","Actinopteri","Perciformes","Sebastidae",828
"DUP_5151;size=734",100,12,1.04e-38,2,1,"Teleostei","infraclass","32443","Pseudotylosurus angusticeps","species","106211","Actinopteri",NA,NA,"Actinopteri","Beloniformes","Belonidae",734
"DUP_5191;size=736",3,1,2.2e-45,3,1,"Panopea generosa","species","1049056","Panopea generosa","species","1049056","Bivalvia","Myoida","Hiatellidae","Bivalvia","Myoida","Hiatellidae",736
"DUP_5202;size=883",8,6,6.4e-21,1,1,"Eumetazoa","below-kingdom","6072","Pseudopomatias eos","species","1633810",NA,NA,NA,"Gastropoda",NA,"Pupinidae",883
"DUP_5208;size=719",6,5,4.88e-32,2,2,"Euphausiidae","family","6817","Thysanoessa","genus","48145","Malacostraca","Euphausiacea","Euphausiidae","Malacostraca","Euphausiacea","Euphausiidae",719
"DUP_522;size=11227",2,2,7.44e-39,1,1,"Sacoglossa","below-class","71490","Thuridilla mazda","species","934970","Gastropoda",NA,NA,"Gastropoda",NA,"Placobranchidae",11227
"DUP_5222;size=709",23,13,1.34e-32,3,3,"Tellinoidea","superfamily","98297","Nitidotellina","genus","255529","Bivalvia","Veneroida",NA,"Bivalvia","Veneroida","Tellinidae",709
"DUP_5278;size=949",18,2,7.9e-45,18,2,"Chthamalus","genus","37898","Chthamalus","genus","37898","Maxillopoda","Sessilia","Chthamalidae","Maxillopoda","Sessilia","Chthamalidae",949
"DUP_5280;size=781",4,4,1.36e-21,3,3,"Gastropoda","class","6448","Trochoidea","below-class","216285","Gastropoda",NA,NA,"Gastropoda",NA,NA,781
"DUP_5291;size=811",102,78,6.18e-46,22,19,"Euteleostomi","below-subphylum","117571","Euteleostomi","below-subphylum","117571",NA,NA,NA,NA,NA,NA,811
"DUP_5312;size=1299",6,2,3.7e-38,2,1,"Veneridae","family","6592","Protothaca jedoensis","species","224094","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",1299
"DUP_532;size=11760",3,2,1.03e-48,3,2,"Syngnathiformes","order","129912","Syngnathiformes","order","129912","Actinopteri","Syngnathiformes",NA,"Actinopteri","Syngnathiformes",NA,11760
"DUP_53345;size=73",3,1,1.03e-48,3,1,"Homo sapiens","species","9606","Homo sapiens","species","9606","Mammalia","Primates","Hominidae","Mammalia","Primates","Hominidae",73
"DUP_5347;size=944",3,2,6.13e-51,2,1,"Cerebratulus","genus","6220","Cerebratulus marginatus","species","187795","Anopla","Heteronemertea","Cerebratulidae","Anopla","Heteronemertea","Cerebratulidae",944
"DUP_535;size=12090",2,2,2.26e-25,2,2,"Tellinidae","family","52798","Tellinidae","family","52798","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",12090
"DUP_5353;size=799",1,1,2.87e-44,1,1,"Clyomys laticeps","species","176498","Clyomys laticeps","species","176498","Mammalia","Rodentia","Echimyidae","Mammalia","Rodentia","Echimyidae",799
"DUP_5373;size=988",74,35,1.34e-42,4,3,"Teleostei","infraclass","32443","Clupeocephala","below-infraclass","186625","Actinopteri",NA,NA,"Actinopteri",NA,NA,988
"DUP_5393;size=742",1,1,6.08e-31,1,1,"Olea hansineensis","species","1522364","Olea hansineensis","species","1522364","Gastropoda",NA,"Limapontiidae","Gastropoda",NA,"Limapontiidae",742
"DUP_54;size=237850",5,1,1.05e-33,5,1,"Amphipholis squamata","species","48271","Amphipholis squamata","species","48271","Ophiuroidea","Ophiurida","Amphiuridae","Ophiuroidea","Ophiurida","Amphiuridae",237850
"DUP_5422;size=770",100,7,8.1e-35,50,6,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",770
"DUP_5445;size=849",79,10,8.22e-25,4,1,"Mytilinae","subfamily","301959","Mytilus californianus","species","6549","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",849
"DUP_5463;size=727",10,4,2.84e-44,10,4,"Macoma","genus","52799","Macoma","genus","52799","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",727
"DUP_5497;size=778",66,42,4.78e-47,9,6,"Euteleostomi","below-subphylum","117571","Theria","below-class","32525",NA,NA,NA,"Mammalia",NA,NA,778
"DUP_55;size=215918",142,102,4.74e-52,142,102,"Sebastidae","family","274692","Sebastidae","family","274692","Actinopteri","Perciformes","Sebastidae","Actinopteri","Perciformes","Sebastidae",215918
"DUP_550;size=13113",12,2,2.92e-34,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",13113
"DUP_5509;size=840",1,1,7.84e-50,1,1,"Tubulanus sp. MCZ IZ 45559","species","1684130","Tubulanus sp. MCZ IZ 45559","species","1684130","Palaeonemertea",NA,"Tubulanidae","Palaeonemertea",NA,"Tubulanidae",840
"DUP_5510;size=993",47,31,4.72e-47,5,1,"Sessilia","order","116167","Savignium crenatum","species","32271","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia","Pyrgomatidae",993
"DUP_55226;size=74",100,27,1.34e-42,3,3,"Gnathostomata","below-subphylum","7776","Teleostei","infraclass","32443",NA,NA,NA,"Actinopteri",NA,NA,74
"DUP_5542;size=715",100,9,1.03e-32,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",715
"DUP_5548;size=1385",4,1,7.93e-50,4,1,"Mya arenaria","species","6604","Mya arenaria","species","6604","Bivalvia","Myoida","Myidae","Bivalvia","Myoida","Myidae",1385
"DUP_5549;size=1045",4,4,1.34e-32,2,2,"Tellinidae","family","52798","Tellinidae","family","52798","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",1045
"DUP_557;size=11174",3,1,2.23e-35,3,1,"Panopea generosa","species","1049056","Panopea generosa","species","1049056","Bivalvia","Myoida","Hiatellidae","Bivalvia","Myoida","Hiatellidae",11174
"DUP_5574;size=649",25,4,3.82e-23,1,1,"Stichopodidae","family","7687","Apostichopus japonicus","species","307972","Holothuroidea","Aspidochirotida","Stichopodidae","Holothuroidea","Aspidochirotida","Stichopodidae",649
"DUP_5602;size=692",12,2,3.77e-33,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",692
"DUP_5606;size=644",1,1,3.77e-33,1,1,"Ptychodera flava","species","63121","Ptychodera flava","species","63121","Enteropneusta",NA,"Ptychoderidae","Enteropneusta",NA,"Ptychoderidae",644
"DUP_56099;size=81",27,14,7.9e-45,19,8,"Sessilia","order","116167","Sessilia","order","116167","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia",NA,81
"DUP_5636;size=803",26,22,2.25e-35,3,3,"Echinoidea","class","7625","Spatangoida","order","41317","Echinoidea",NA,NA,"Echinoidea","Spatangoida",NA,803
"DUP_5667;size=763",103,61,2.92e-34,102,60,"Echinoidea","class","7625","Echinoidea","class","7625","Echinoidea",NA,NA,"Echinoidea",NA,NA,763
"DUP_568;size=11745",2,2,1.7e-46,1,1,"Prosadenoporus","genus","433742","Prosadenoporus mortoni","species","433743","Enopla","Monostilifera","Prosorhochmidae","Enopla","Monostilifera","Prosorhochmidae",11745
"DUP_5689;size=641",7,4,1.06e-28,1,1,"Bilateria","below-kingdom","33213","Modiolus rumphii","species","1411923",NA,NA,NA,"Bivalvia","Mytiloida","Mytilidae",641
"DUP_5698;size=760",3,3,3.67e-43,3,3,"Macoma","genus","52799","Macoma","genus","52799","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",760
"DUP_57;size=235951",3,2,1.07e-28,2,1,"Veneridae","family","6592","Saxidomus purpuratus","species","311201","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",235951
"DUP_5701;size=630",4,2,2.26e-25,4,2,"Solen","genus","165598","Solen","genus","165598","Bivalvia","Veneroida","Solenidae","Bivalvia","Veneroida","Solenidae",630
"DUP_5746;size=704",67,36,8.11e-35,3,2,"Thoracica","superorder","6676","Sessilia","order","116167","Maxillopoda",NA,NA,"Maxillopoda","Sessilia",NA,704
"DUP_5753;size=674",77,46,1.04e-38,3,3,"Clupeocephala","below-infraclass","186625","Characiphysae","superorder","186628","Actinopteri",NA,NA,"Actinopteri",NA,NA,674
"DUP_5758;size=664",2,1,7.99e-45,2,1,"Modiolus modiolus","species","40256","Modiolus modiolus","species","40256","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",664
"DUP_5766;size=712",6,6,4.85e-27,2,2,"Tellinoidea","superfamily","98297","Soletellina","genus","1125680","Bivalvia","Veneroida",NA,"Bivalvia","Veneroida","Psammobiidae",712
"DUP_5775;size=1144",103,78,1.33e-47,5,4,"Euteleostomi","below-subphylum","117571","Euteleostomi","below-subphylum","117571",NA,NA,NA,NA,NA,NA,1144
"DUP_5777;size=625",2,2,8.16e-30,2,2,"Macoma","genus","52799","Macoma","genus","52799","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",625
"DUP_5781;size=620",15,3,3.75e-28,9,1,"Protostomia","below-kingdom","33317","Sinonovacula constricta","species","98310",NA,NA,NA,"Bivalvia","Veneroida","Solecurtidae",620
"DUP_58;size=206795",1,1,1.75e-26,1,1,"Solecurtus divaricatus","species","444102","Solecurtus divaricatus","species","444102","Bivalvia","Veneroida","Solecurtidae","Bivalvia","Veneroida","Solecurtidae",206795
"DUP_5800;size=716",1,1,6.31e-31,1,1,"cf. Mollusca sp. DH-2009","species","696312","cf. Mollusca sp. DH-2009","species","696312",NA,NA,NA,NA,NA,NA,716
"DUP_5806;size=727",1,1,1.32e-52,1,1,"Riserius sp. 1 TCH-2013","species","1323790","Riserius sp. 1 TCH-2013","species","1323790","Anopla","Heteronemertea","Riseriellidae","Anopla","Heteronemertea","Riseriellidae",727
"DUP_5820;size=984",15,13,4.78e-47,1,1,"Gnathostomata","below-subphylum","7776","Brachyhypopomus occidentalis","species","1194720",NA,NA,NA,"Actinopteri","Gymnotiformes","Hypopomidae",984
"DUP_5838;size=837",11,7,4.81e-42,4,2,"Percomorphaceae","below-infraclass","1489872","Embiotocidae","family","50791","Actinopteri","Centrarchiformes",NA,"Actinopteri",NA,"Embiotocidae",837
"DUP_5846;size=611",43,30,2.23e-35,1,1,"Sessilia","order","116167","Chthamalus panamensis","species","116182","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia","Chthamalidae",611
"DUP_5858;size=981",18,7,7.9e-45,17,7,"Sessilia","order","116167","Sessilia","order","116167","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia",NA,981
"DUP_5865;size=660",48,9,1.36e-32,7,4,"Stichopodidae","family","7687","Stichopodidae","family","7687","Holothuroidea","Aspidochirotida","Stichopodidae","Holothuroidea","Aspidochirotida","Stichopodidae",660
"DUP_5871;size=633",12,2,6.22e-41,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",633
"DUP_5876;size=710",2,1,1.75e-31,2,1,"Modiolus modiolus","species","40256","Modiolus modiolus","species","40256","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",710
"DUP_5884;size=605",6,6,3.7e-38,1,1,"Tellinoidea","superfamily","98297","Abra longicallus","species","989232","Bivalvia","Veneroida",NA,"Bivalvia","Veneroida","Semelidae",605
"DUP_5902;size=749",1,1,1.35e-37,1,1,"Dendropoma petraeum","species","169321","Dendropoma petraeum","species","169321","Gastropoda",NA,"Vermetidae","Gastropoda",NA,"Vermetidae",749
"DUP_5910;size=758",9,3,7.9e-45,9,3,"Macoma","genus","52799","Macoma","genus","52799","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",758
"DUP_5961;size=979",51,6,1.72e-46,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",979
"DUP_60;size=207842",2,1,3.8e-28,2,1,"Modiolus modiolus","species","40256","Modiolus modiolus","species","40256","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",207842
"DUP_6018;size=657",49,21,3.74e-38,2,2,"Tetrapoda","below-subphylum","32523","Tetrapoda","below-subphylum","32523","Amphibia",NA,NA,"Amphibia",NA,NA,657
"DUP_6023;size=638",58,8,2.25e-35,13,3,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",638
"DUP_6082;size=578",4,4,1.05e-23,1,1,"Tellinoidea","superfamily","98297","Moerella culter","species","1230543","Bivalvia","Veneroida",NA,"Bivalvia","Veneroida","Tellinidae",578
"DUP_6113;size=618",2,1,1.77e-26,2,1,"Saxidomus purpuratus","species","311201","Saxidomus purpuratus","species","311201","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",618
"DUP_6117;size=812",101,31,3.72e-43,3,3,"Tetrapoda","below-subphylum","32523","Crocidura","genus","36801",NA,NA,NA,"Mammalia","Insectivora","Soricidae",812
"DUP_61472;size=78",2,2,2.22e-45,2,2,"Percomorphaceae","below-infraclass","1489872","Percomorphaceae","below-infraclass","1489872","Actinopteri",NA,NA,"Actinopteri",NA,NA,78
"DUP_6154;size=1127",76,45,3.66e-32,32,15,"Sessilia","order","116167","Sessilia","order","116167","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia",NA,1127
"DUP_6211;size=588",105,29,2.21e-50,6,1,"Osmeriformes","order","41711","Spirinchus starksi","species","443727","Actinopteri","Osmeriformes",NA,"Actinopteri","Osmeriformes","Osmeridae",588
"DUP_6212;size=766",7,3,3.72e-43,1,1,"Porichthys","genus","45383","Porichthys myriaster","species","262771","Actinopteri","Batrachoidiformes","Batrachoididae","Actinopteri","Batrachoidiformes","Batrachoididae",766
"DUP_6236;size=595",72,42,4.82e-32,37,29,"Sessilia","order","116167","Sessilia","order","116167","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia",NA,595
"DUP_6246;size=650",13,3,3.77e-33,13,3,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",650
"DUP_6250;size=935",4,4,1.03e-48,3,3,"Clupeocephala","below-infraclass","186625","Aphyocharacinae","subfamily","42587","Actinopteri",NA,NA,"Actinopteri","Characiformes","Characidae",935
"DUP_6262;size=554",18,2,2.88e-34,18,2,"Chthamalus","genus","37898","Chthamalus","genus","37898","Maxillopoda","Sessilia","Chthamalidae","Maxillopoda","Sessilia","Chthamalidae",554
"DUP_6268;size=624",79,48,8.12e-25,2,1,"Sessilia","order","116167","Stomatolepas elegans","species","1254451","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia","Platylepadidae",624
"DUP_6271;size=622",2,1,8.1e-35,2,1,"Maculaura alaskensis","species","187798","Maculaura alaskensis","species","187798","Anopla","Heteronemertea","Lineidae","Anopla","Heteronemertea","Lineidae",622
"DUP_6311;size=1012",2,2,8.14e-15,1,1,"Araneomorphae","suborder","6905","Modisimus cienaga","species","632668","Arachnida","Araneae",NA,"Arachnida","Araneae","Pholcidae",1012
"DUP_6329;size=657",1,1,1.01e-48,1,1,"Thysanoessa raschii","species","409302","Thysanoessa raschii","species","409302","Malacostraca","Euphausiacea","Euphausiidae","Malacostraca","Euphausiacea","Euphausiidae",657
"DUP_633;size=7877",8,6,3.77e-33,5,3,"Ptychoderidae","family","35078","Ptychoderidae","family","35078","Enteropneusta",NA,"Ptychoderidae","Enteropneusta",NA,"Ptychoderidae",7877
"DUP_6360;size=1037",2,1,2.2e-45,2,1,"Nobia grandis","species","432341","Nobia grandis","species","432341","Maxillopoda","Sessilia","Pyrgomatidae","Maxillopoda","Sessilia","Pyrgomatidae",1037
"DUP_6379;size=643",56,7,6.31e-31,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",643
"DUP_64;size=173589",4,1,4.88e-32,3,1,"Mya arenaria","species","6604","Mya arenaria","species","6604","Bivalvia","Myoida","Myidae","Bivalvia","Myoida","Myidae",173589
"DUP_641;size=11995",26,14,1.33e-37,1,1,"Sessilia","order","116167","Tubicinella cheloniae","species","1194737","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia","Platylepadidae",11995
"DUP_6421;size=634",56,7,6.31e-31,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",634
"DUP_6423;size=630",1,1,4.95e-22,1,1,"Pandora pinna","species","183490","Pandora pinna","species","183490","Bivalvia","Pholadomyoida","Pandoridae","Bivalvia","Pholadomyoida","Pandoridae",630
"DUP_6436;size=632",3,1,3.73e-33,3,1,"Panopea generosa","species","1049056","Panopea generosa","species","1049056","Bivalvia","Myoida","Hiatellidae","Bivalvia","Myoida","Hiatellidae",632
"DUP_6454;size=639",2,2,6.23e-31,2,2,"Tellinidae","family","52798","Tellinidae","family","52798","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",639
"DUP_6470;size=529",67,40,8.01e-35,19,9,"Sessilia","order","116167","Sessilia","order","116167","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia",NA,529
"DUP_6478;size=656",10,7,6.36e-25,3,2,"Mollusca","phylum","6447","Modiolus","genus","40255",NA,NA,NA,"Bivalvia","Mytiloida","Mytilidae",656
"DUP_651;size=8183",14,12,6.18e-46,6,5,"Euechinoidea","subclass","7638","Euechinoidea","subclass","7638","Echinoidea",NA,NA,"Echinoidea",NA,NA,8183
"DUP_6511;size=680",104,55,6.18e-46,15,13,"Euechinoidea","subclass","7638","Euechinoidea","subclass","7638","Echinoidea",NA,NA,"Echinoidea",NA,NA,680
"DUP_6525;size=525",16,5,4.84e-37,16,5,"Deuterostomia","below-kingdom","33511","Deuterostomia","below-kingdom","33511",NA,NA,NA,NA,NA,NA,525
"DUP_6526;size=615",104,60,1.36e-32,104,60,"Echinoidea","class","7625","Echinoidea","class","7625","Echinoidea",NA,NA,"Echinoidea",NA,NA,615
"DUP_6529;size=790",1,1,2.28e-25,1,1,"Cerithiidae sp. EES-2013a","species","1367362","Cerithiidae sp. EES-2013a","species","1367362","Gastropoda",NA,"Cerithiidae","Gastropoda",NA,"Cerithiidae",790
"DUP_6537;size=574",14,12,1.03e-48,14,12,"Euechinoidea","subclass","7638","Euechinoidea","subclass","7638","Echinoidea",NA,NA,"Echinoidea",NA,NA,574
"DUP_6561;size=854",3,1,1.03e-48,3,1,"Homo sapiens","species","9606","Homo sapiens","species","9606","Mammalia","Primates","Hominidae","Mammalia","Primates","Hominidae",854
"DUP_6578;size=624",18,2,1.71e-41,18,2,"Chthamalus","genus","37898","Chthamalus","genus","37898","Maxillopoda","Sessilia","Chthamalidae","Maxillopoda","Sessilia","Chthamalidae",624
"DUP_658;size=7870",44,10,1.37e-27,3,2,"Bivalvia","class","6544","Mytilinae","subfamily","301959","Bivalvia",NA,NA,"Bivalvia","Mytiloida","Mytilidae",7870
"DUP_6597;size=635",103,62,2.25e-35,1,1,"Echinoidea","class","7625","Hemicentrotus pulcherrimus","species","7650","Echinoidea",NA,NA,"Echinoidea","Echinoida","Strongylocentrotidae",635
"DUP_66;size=141639",2,1,1.73e-31,2,1,"Solen marginatus","species","251532","Solen marginatus","species","251532","Bivalvia","Veneroida","Solenidae","Bivalvia","Veneroida","Solenidae",141639
"DUP_6614;size=517",49,5,1.75e-31,2,1,"Mytilus","genus","6548","Mytilus trossulus","species","6551","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",517
"DUP_6705;size=743",102,67,4.78e-47,2,2,"Euteleostomi","below-subphylum","117571","Euteleostomi","below-subphylum","117571",NA,NA,NA,NA,NA,NA,743
"DUP_6720;size=1618",36,27,8.01e-35,1,1,"Sessilia","order","116167","Striatobalanus amaryllis","species","1414657","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia","Archaeobalanidae",1618
"DUP_6721;size=716",76,45,1.34e-32,3,1,"Sessilia","order","116167","Amphibalanus rhizophorae","species","1232803","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia","Balanidae",716
"DUP_6731;size=721",4,3,1.7e-46,1,1,"Polyphaga","suborder","41084","Opilo pallidus","species","433257","Insecta","Coleoptera",NA,"Insecta","Coleoptera","Cleridae",721
"DUP_6749;size=722",2,2,1.72e-46,1,1,"Ptychodera","genus","63120","Ptychodera flava","species","63121","Enteropneusta",NA,"Ptychoderidae","Enteropneusta",NA,"Ptychoderidae",722
"DUP_6762;size=573",25,4,6.27e-36,6,3,"Stichopodidae","family","7687","Stichopodidae","family","7687","Holothuroidea","Aspidochirotida","Stichopodidae","Holothuroidea","Aspidochirotida","Stichopodidae",573
"DUP_6763;size=495",1,1,4.88e-32,1,1,"Modiolus rumphii","species","1411923","Modiolus rumphii","species","1411923","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",495
"DUP_677;size=10858",2,1,1.76e-36,2,1,"Saxidomus purpuratus","species","311201","Saxidomus purpuratus","species","311201","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",10858
"DUP_6770;size=577",2,1,1.05e-38,2,1,"Saxidomus purpuratus","species","311201","Saxidomus purpuratus","species","311201","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",577
"DUP_6777;size=1065",107,77,2.22e-45,107,77,"Euteleostomi","below-subphylum","117571","Euteleostomi","below-subphylum","117571",NA,NA,NA,NA,NA,NA,1065
"DUP_6788;size=500",9,6,8.22e-25,3,2,"Mollusca","phylum","6447","Modiolus","genus","40255",NA,NA,NA,"Bivalvia","Mytiloida","Mytilidae",500
"DUP_68;size=128224",8,6,4.74e-52,8,6,"Lottia","genus","72691","Lottia","genus","72691","Gastropoda",NA,"Lottiidae","Gastropoda",NA,"Lottiidae",128224
"DUP_6826;size=506",3,1,1.05e-33,3,1,"Mya arenaria","species","6604","Mya arenaria","species","6604","Bivalvia","Myoida","Myidae","Bivalvia","Myoida","Myidae",506
"DUP_6827;size=517",17,15,2.85e-49,15,13,"Euechinoidea","subclass","7638","Euechinoidea","subclass","7638","Echinoidea",NA,NA,"Echinoidea",NA,NA,517
"DUP_684;size=9969",3,3,1.69e-51,3,3,"Dendrochirotida","order","7707","Dendrochirotida","order","7707","Holothuroidea","Dendrochirotida",NA,"Holothuroidea","Dendrochirotida",NA,9969
"DUP_6852;size=486",111,78,3.8e-28,3,1,"Deuterostomia","below-kingdom","33511","Amphipholis squamata","species","48271",NA,NA,NA,"Ophiuroidea","Ophiurida","Amphiuridae",486
"DUP_6858;size=974",100,7,8.01e-35,47,5,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",974
"DUP_6867;size=484",3,1,7.95e-40,3,1,"Panopea generosa","species","1049056","Panopea generosa","species","1049056","Bivalvia","Myoida","Hiatellidae","Bivalvia","Myoida","Hiatellidae",484
"DUP_687;size=13131",100,13,4.78e-47,100,13,"Euteleostomi","below-subphylum","117571","Euteleostomi","below-subphylum","117571",NA,NA,NA,NA,NA,NA,13131
"DUP_6872;size=591",1,1,1.36e-32,1,1,"Ptychodera flava","species","63121","Ptychodera flava","species","63121","Enteropneusta",NA,"Ptychoderidae","Enteropneusta",NA,"Ptychoderidae",591
"DUP_6894;size=508",5,4,2.96e-24,2,1,"Mollusca","phylum","6447","Cupolaconcha meroclista","species","1522082",NA,"Mytiloida",NA,"Gastropoda",NA,"Vermetidae",508
"DUP_6895;size=843",12,9,2.92e-34,10,7,"Lottiidae","family","69676","Lottiidae","family","69676","Gastropoda",NA,"Lottiidae","Gastropoda",NA,"Lottiidae",843
